order_id,customer_id,order_ts,status,channel,currency
131,380,2024-03-28,REFUNDED,WEB,GBP
132,533,2023-08-26,Paid,MOBILE,EUR
133,185,2023-09-27,Paid,STORE,EUR
134,901,2023-11-09,paid,STORE,GBP
135,811,2024-02-03,paid,MOBILE,GBP
136,441,2023-10-01,PAID,MOBILE,EUR
137,156,2024-02-18,CANCELLED,MOBILE,GBP
138,756,2023-04-10,Paid,WEB,EUR
139,6,2023-04-01,CANCELLED,STORE,GBP
140,368,2024-01-13,Paid,STORE,EUR
141,206,2024-02-20,Paid,WEB,GBP
142,702,2024-02-26,PAID,WEB,EUR
143,570,2023-01-05,PAID,STORE,EUR
144,930,2023-06-10,Paid,STORE,GBP
145,885,2023-10-04,paid,MOBILE,USD
146,980,2023-11-28,CANCELLED,STORE,EUR
147,870,2023-12-26,paid,STORE,USD
148,201,2024-03-03,paid,MOBILE,GBP
149,96,2024-01-03,CANCELLED,MOBILE,EUR
150,482,2023-10-24,CANCELLED,STORE,GBP
151,597,2023-04-07,Paid,MOBILE,EUR
152,468,2023-07-25,REFUNDED,WEB,EUR
153,170,2023-06-16,REFUNDED,MOBILE,USD
154,439,2023-12-20,paid,MOBILE,GBP
155,197,2023-08-05,CANCELLED,MOBILE,USD
156,645,2024-01-14,REFUNDED,MOBILE,EUR
157,549,2024-01-12,CANCELLED,MOBILE,USD
158,670,2024-01-03,PAID,STORE,GBP
159,185,2023-10-10,PAID,STORE,GBP
160,19,2023-07-10,REFUNDED,MOBILE,GBP
161,432,2023-04-20,Paid,STORE,GBP
162,729,2023-09-08,CANCELLED,WEB,USD
163,522,2023-07-05,REFUNDED,MOBILE,EUR
164,669,2023-04-27,CANCELLED,STORE,USD
165,675,2024-03-10,paid,STORE,USD
166,650,2023-07-09,CANCELLED,STORE,GBP
167,946,2023-12-03,REFUNDED,WEB,EUR
168,586,2023-01-02,CANCELLED,STORE,USD
169,321,2023-04-26,paid,MOBILE,GBP
170,136,2023-06-08,paid,WEB,EUR
171,131,2023-03-03,PAID,STORE,EUR
172,868,2023-11-18,CANCELLED,WEB,EUR
173,791,2024-03-13,PAID,STORE,EUR
174,443,2024-03-30,PAID,STORE,USD
175,796,2023-08-11,Paid,WEB,GBP
176,391,2024-02-03,PAID,MOBILE,USD
177,399,2023-08-21,Paid,STORE,GBP
178,887,2023-09-22,paid,MOBILE,USD
179,773,2023-07-13,REFUNDED,MOBILE,GBP
180,692,2023-01-16,paid,MOBILE,USD
181,549,2024-02-08,REFUNDED,WEB,EUR
182,955,2023-10-12,PAID,STORE,EUR
183,698,2023-11-04,PAID,MOBILE,EUR
184,545,2023-04-15,paid,STORE,EUR
185,408,2023-04-08,Paid,MOBILE,GBP
186,716,2023-06-06,Paid,WEB,EUR
187,489,2023-12-25,CANCELLED,WEB,EUR
188,134,2023-03-08,CANCELLED,MOBILE,GBP
189,284,2023-04-04,CANCELLED,WEB,EUR
190,151,2023-12-22,Paid,WEB,GBP
191,635,2023-07-06,Paid,STORE,USD
192,817,2023-12-21,PAID,MOBILE,GBP
193,327,2023-09-04,REFUNDED,MOBILE,USD
194,97,2023-05-17,CANCELLED,MOBILE,EUR
195,979,2024-01-29,paid,MOBILE,GBP
196,327,2023-08-22,paid,STORE,USD
197,918,2023-05-28,REFUNDED,MOBILE,GBP
198,756,2023-05-12,PAID,WEB,GBP
199,769,2023-02-05,CANCELLED,STORE,USD
200,340,2024-01-03,PAID,WEB,USD
201,922,2024-01-07,Paid,STORE,EUR
202,95,2024-02-08,paid,MOBILE,USD
203,162,2023-05-04,REFUNDED,STORE,GBP
204,404,2024-03-03,Paid,WEB,USD
205,953,2024-03-24,CANCELLED,STORE,EUR
206,255,2023-07-05,paid,STORE,USD
207,969,2023-09-30,Paid,WEB,USD
208,836,2023-08-14,PAID,STORE,EUR
209,720,2023-03-02,paid,MOBILE,USD
210,581,2023-12-05,Paid,STORE,GBP
211,180,2023-11-26,paid,STORE,EUR
212,707,2023-05-17,REFUNDED,STORE,EUR
213,502,2023-03-10,Paid,MOBILE,EUR
214,78,2023-04-21,CANCELLED,MOBILE,USD
215,546,2024-02-12,paid,WEB,GBP
216,60,2023-03-30,CANCELLED,STORE,GBP
217,135,2023-07-21,Paid,WEB,GBP
218,787,2023-08-04,PAID,WEB,GBP
219,203,2023-11-16,Paid,MOBILE,USD
220,461,2023-08-21,paid,MOBILE,GBP
221,318,2023-11-08,PAID,MOBILE,USD
222,254,2023-12-30,Paid,WEB,USD
223,137,2023-11-13,Paid,MOBILE,EUR
224,626,2023-03-29,REFUNDED,STORE,USD
225,657,2023-08-13,Paid,WEB,USD
226,349,2023-08-07,REFUNDED,MOBILE,GBP
227,715,2023-02-19,CANCELLED,WEB,EUR
228,368,2023-11-04,paid,MOBILE,GBP
229,990,2023-01-05,CANCELLED,STORE,GBP
230,975,2023-01-07,REFUNDED,STORE,GBP
231,438,2023-06-15,CANCELLED,WEB,USD
232,871,2023-02-21,Paid,STORE,GBP
233,698,2023-07-07,PAID,WEB,USD
234,294,2023-09-08,PAID,MOBILE,USD
235,977,2023-07-01,PAID,STORE,EUR
236,712,2023-04-02,Paid,STORE,EUR
237,246,2024-03-06,REFUNDED,MOBILE,GBP
238,914,2023-06-21,PAID,MOBILE,EUR
239,68,2023-03-26,REFUNDED,STORE,USD
240,832,2023-09-19,REFUNDED,STORE,EUR
241,63,2023-01-31,CANCELLED,WEB,USD
242,670,2023-09-13,paid,WEB,EUR
243,594,2023-08-13,Paid,STORE,USD
244,712,2023-07-09,paid,MOBILE,GBP
245,356,2023-10-09,REFUNDED,MOBILE,EUR
246,784,2023-09-15,paid,MOBILE,GBP
247,166,2023-11-04,Paid,MOBILE,EUR
248,325,2023-06-26,PAID,WEB,GBP
249,248,2024-02-04,paid,MOBILE,USD
250,439,2023-11-01,paid,WEB,USD
251,666,2023-08-28,paid,STORE,GBP
252,815,2023-12-12,PAID,MOBILE,USD
253,637,2023-05-23,Paid,STORE,EUR
254,711,2023-05-20,CANCELLED,STORE,EUR
255,788,2023-11-12,paid,MOBILE,EUR
256,613,2023-11-25,Paid,STORE,EUR
257,920,2024-03-13,paid,MOBILE,USD
258,920,2023-08-10,REFUNDED,WEB,USD
259,388,2023-08-16,CANCELLED,STORE,GBP
260,353,2023-04-09,paid,MOBILE,EUR
261,531,2024-02-06,paid,WEB,USD
262,652,2023-06-22,paid,STORE,USD
263,930,2023-06-15,REFUNDED,WEB,EUR
264,359,2023-06-04,REFUNDED,MOBILE,GBP
265,406,2023-11-26,REFUNDED,MOBILE,USD
266,137,2024-01-26,CANCELLED,MOBILE,GBP
267,923,2023-01-20,CANCELLED,STORE,USD
268,510,2023-05-29,PAID,MOBILE,USD
269,933,2023-11-16,CANCELLED,STORE,EUR
270,740,2023-11-11,CANCELLED,WEB,GBP
271,569,2023-07-04,paid,STORE,EUR
272,45,2023-09-29,paid,MOBILE,USD
273,632,2023-08-26,paid,MOBILE,EUR
274,14,2023-03-21,Paid,STORE,GBP
275,970,2024-03-08,REFUNDED,WEB,USD
276,183,2023-09-10,paid,WEB,GBP
277,839,2023-05-15,REFUNDED,STORE,EUR
278,745,2023-04-08,REFUNDED,STORE,GBP
279,702,2023-02-25,paid,WEB,GBP
280,478,2023-03-15,paid,STORE,EUR
281,455,2023-06-12,CANCELLED,STORE,GBP
282,774,2024-03-25,Paid,STORE,GBP
283,59,2023-06-25,paid,STORE,EUR
284,332,2024-01-31,CANCELLED,WEB,USD
285,244,2023-07-05,REFUNDED,WEB,GBP
286,643,2024-03-18,REFUNDED,MOBILE,EUR
287,696,2023-04-15,paid,MOBILE,USD
288,668,2023-07-28,paid,WEB,EUR
289,181,2024-03-20,Paid,STORE,EUR
290,511,2023-11-23,REFUNDED,STORE,USD
291,256,2023-01-14,REFUNDED,STORE,EUR
292,524,2024-01-31,REFUNDED,MOBILE,USD
293,312,2023-01-29,PAID,WEB,GBP
294,54,2023-09-27,REFUNDED,STORE,USD
295,751,2023-06-17,Paid,MOBILE,EUR
296,245,2023-10-19,paid,WEB,GBP
297,96,2023-03-23,CANCELLED,MOBILE,GBP
298,835,2023-07-25,CANCELLED,STORE,GBP
299,110,2023-04-09,REFUNDED,MOBILE,EUR
300,214,2023-05-29,Paid,STORE,USD
301,921,2023-10-15,PAID,MOBILE,EUR
302,403,2023-12-07,PAID,STORE,USD
303,625,2023-05-15,CANCELLED,MOBILE,EUR
304,623,2023-12-11,PAID,MOBILE,USD
305,445,2023-02-14,PAID,STORE,USD
306,382,2023-02-25,CANCELLED,MOBILE,EUR
307,519,2023-07-03,REFUNDED,WEB,EUR
308,680,2024-03-10,CANCELLED,WEB,GBP
309,684,2023-12-01,paid,MOBILE,USD
310,94,2023-08-07,CANCELLED,WEB,USD
311,552,2023-10-09,REFUNDED,STORE,GBP
312,698,2023-04-25,CANCELLED,MOBILE,GBP
313,549,2023-06-01,PAID,STORE,GBP
314,715,2023-10-14,REFUNDED,MOBILE,GBP
315,92,2024-01-12,paid,WEB,USD
316,53,2023-04-09,REFUNDED,STORE,USD
317,708,2023-06-11,PAID,STORE,EUR
318,423,2023-11-20,PAID,MOBILE,EUR
319,913,2023-01-19,CANCELLED,STORE,USD
320,423,2023-11-09,REFUNDED,STORE,EUR
321,272,2023-06-30,paid,WEB,GBP
322,701,2023-06-05,PAID,MOBILE,USD
323,933,2023-09-06,PAID,STORE,GBP
324,484,2024-02-14,REFUNDED,WEB,USD
325,664,2024-03-13,paid,WEB,EUR
326,445,2023-10-20,PAID,STORE,GBP
327,714,2024-02-09,paid,STORE,USD
328,828,2023-05-29,REFUNDED,MOBILE,EUR
329,828,2023-04-25,Paid,MOBILE,GBP
330,598,2023-10-17,REFUNDED,WEB,GBP
331,486,2023-11-27,Paid,WEB,GBP
332,910,2023-08-12,paid,WEB,USD
333,810,2023-10-31,REFUNDED,MOBILE,USD
334,746,2023-06-14,CANCELLED,WEB,GBP
335,16,2023-08-29,Paid,MOBILE,USD
336,572,2023-07-12,REFUNDED,MOBILE,EUR
337,718,2023-04-02,paid,MOBILE,USD
338,204,2024-01-02,paid,STORE,GBP
339,456,2023-11-06,PAID,STORE,GBP
340,69,2023-03-26,CANCELLED,MOBILE,USD
341,218,2023-08-13,paid,WEB,EUR
342,845,2023-05-31,CANCELLED,MOBILE,EUR
343,411,2023-05-05,Paid,MOBILE,GBP
344,984,2023-08-26,PAID,MOBILE,GBP
345,677,2024-03-13,Paid,STORE,EUR
346,746,2024-03-31,PAID,WEB,USD
347,512,2023-07-15,paid,MOBILE,GBP
348,361,2023-01-02,REFUNDED,STORE,USD
349,371,2023-07-29,REFUNDED,STORE,EUR
350,667,2023-06-11,REFUNDED,WEB,GBP
351,865,2023-07-25,REFUNDED,MOBILE,GBP
352,766,2023-12-29,Paid,MOBILE,USD
353,686,2024-03-12,REFUNDED,STORE,USD
354,92,2024-01-21,PAID,MOBILE,EUR
355,3,2023-09-29,Paid,MOBILE,EUR
356,47,2023-08-10,CANCELLED,WEB,EUR
357,734,2024-03-22,REFUNDED,WEB,GBP
358,602,2023-12-13,paid,MOBILE,USD
359,18,2023-07-18,PAID,STORE,GBP
360,822,2024-02-23,Paid,WEB,USD
361,221,2023-10-23,paid,MOBILE,USD
362,590,2023-10-21,REFUNDED,WEB,USD
363,695,2023-04-17,PAID,STORE,USD
364,754,2023-03-31,CANCELLED,WEB,EUR
365,204,2023-07-19,REFUNDED,MOBILE,GBP
366,55,2023-04-27,PAID,STORE,EUR
367,332,2023-03-15,paid,MOBILE,USD
368,726,2023-05-30,PAID,MOBILE,USD
369,505,2023-03-27,CANCELLED,STORE,USD
370,422,2023-02-11,paid,WEB,EUR
371,484,2024-01-17,REFUNDED,MOBILE,USD
372,610,2023-03-03,PAID,WEB,EUR
373,945,2023-05-19,paid,WEB,EUR
374,192,2023-02-07,PAID,MOBILE,USD
375,415,2023-04-24,REFUNDED,MOBILE,USD
376,728,2023-07-02,REFUNDED,STORE,EUR
377,609,2023-05-29,Paid,MOBILE,GBP
378,991,2023-04-11,REFUNDED,WEB,USD
379,907,2023-04-01,paid,MOBILE,EUR
380,161,2024-01-26,paid,WEB,EUR
381,241,2023-08-12,paid,MOBILE,GBP
382,183,2023-04-29,REFUNDED,STORE,GBP
383,520,2023-05-21,paid,WEB,GBP
384,847,2023-08-26,paid,WEB,GBP
385,311,2024-01-02,PAID,WEB,USD
386,712,2023-04-10,REFUNDED,STORE,EUR
387,94,2023-12-16,REFUNDED,WEB,EUR
388,684,2023-01-21,REFUNDED,WEB,USD
389,31,2024-03-31,CANCELLED,MOBILE,EUR
390,400,2023-10-22,REFUNDED,MOBILE,EUR
391,172,2023-01-01,Paid,MOBILE,EUR
392,618,2023-04-30,PAID,WEB,EUR
393,231,2023-04-24,PAID,WEB,USD
394,942,2023-07-28,PAID,MOBILE,USD
395,342,2024-03-03,REFUNDED,STORE,EUR
396,667,2023-06-04,CANCELLED,WEB,EUR
397,291,2023-11-11,Paid,MOBILE,USD
398,664,2024-03-25,PAID,STORE,EUR
399,440,2024-02-13,Paid,STORE,USD
400,560,2023-07-06,paid,MOBILE,EUR
401,848,2023-09-24,Paid,MOBILE,GBP
402,378,2023-03-29,Paid,WEB,USD
403,361,2023-08-16,PAID,WEB,USD
404,367,2023-07-15,REFUNDED,STORE,GBP
405,354,2024-02-10,REFUNDED,STORE,USD
406,745,2023-03-11,REFUNDED,STORE,EUR
407,849,2023-10-08,CANCELLED,STORE,USD
408,426,2023-11-22,PAID,STORE,EUR
409,570,2023-12-29,paid,STORE,GBP
410,819,2024-03-02,paid,WEB,USD
411,788,2024-02-27,REFUNDED,STORE,GBP
412,803,2023-01-09,paid,MOBILE,USD
413,582,2023-07-21,REFUNDED,WEB,EUR
414,522,2023-10-25,REFUNDED,MOBILE,USD
415,667,2023-09-22,paid,MOBILE,GBP
416,48,2024-03-07,paid,MOBILE,GBP
417,360,2023-08-19,paid,WEB,EUR
418,839,2024-01-21,REFUNDED,STORE,EUR
419,403,2023-02-06,CANCELLED,WEB,GBP
420,81,2023-06-03,PAID,STORE,USD
421,348,2023-12-20,Paid,MOBILE,USD
422,638,2024-01-02,paid,STORE,GBP
423,117,2023-09-26,REFUNDED,STORE,EUR
424,554,2023-07-18,PAID,STORE,GBP
425,442,2023-03-18,CANCELLED,WEB,GBP
426,256,2023-12-16,PAID,WEB,GBP
427,471,2023-06-28,CANCELLED,WEB,GBP
428,80,2023-09-06,PAID,MOBILE,GBP
429,249,2023-10-11,paid,MOBILE,GBP
430,403,2023-11-13,Paid,MOBILE,USD
431,288,2023-07-16,paid,MOBILE,USD
432,22,2024-01-02,PAID,WEB,EUR
433,693,2023-04-28,Paid,WEB,USD
434,804,2023-06-17,PAID,WEB,USD
435,714,2023-03-20,REFUNDED,MOBILE,GBP
436,365,2023-12-31,paid,STORE,EUR
437,653,2024-02-12,paid,WEB,GBP
438,33,2023-11-18,REFUNDED,STORE,EUR
439,211,2023-05-23,Paid,WEB,GBP
440,974,2023-01-10,CANCELLED,MOBILE,USD
441,497,2023-03-29,CANCELLED,MOBILE,GBP
442,330,2024-03-02,PAID,MOBILE,GBP
443,675,2023-05-07,REFUNDED,STORE,GBP
444,183,2023-04-07,CANCELLED,MOBILE,GBP
445,854,2024-01-31,Paid,WEB,USD
446,407,2023-04-08,REFUNDED,MOBILE,EUR
447,383,2023-10-14,CANCELLED,MOBILE,GBP
448,105,2023-07-27,paid,WEB,GBP
449,181,2024-02-14,CANCELLED,MOBILE,USD
450,370,2023-07-30,PAID,WEB,EUR
451,851,2023-02-16,paid,MOBILE,EUR
452,393,2023-07-07,paid,WEB,USD
453,239,2023-05-25,REFUNDED,MOBILE,EUR
454,681,2023-11-26,PAID,MOBILE,EUR
455,241,2024-02-08,CANCELLED,WEB,EUR
456,682,2023-07-29,Paid,STORE,GBP
457,631,2023-10-28,Paid,MOBILE,EUR
458,899,2024-03-18,paid,MOBILE,USD
459,77,2023-08-20,Paid,WEB,USD
460,336,2024-03-05,Paid,WEB,GBP
461,770,2023-06-21,PAID,MOBILE,EUR
462,412,2023-10-26,Paid,MOBILE,EUR
463,616,2023-05-27,REFUNDED,STORE,GBP
464,204,2023-03-19,REFUNDED,MOBILE,GBP
465,214,2024-03-22,Paid,MOBILE,USD
466,423,2023-12-10,CANCELLED,MOBILE,GBP
467,64,2023-06-25,PAID,STORE,USD
468,438,2023-02-12,CANCELLED,STORE,USD
469,399,2023-01-21,CANCELLED,STORE,EUR
470,148,2023-09-16,paid,WEB,USD
471,486,2023-11-11,PAID,MOBILE,EUR
472,785,2023-01-20,PAID,MOBILE,USD
473,539,2023-04-11,Paid,STORE,GBP
474,721,2023-05-05,CANCELLED,MOBILE,USD
475,347,2023-07-15,REFUNDED,MOBILE,GBP
476,947,2023-11-11,Paid,STORE,EUR
477,543,2023-06-03,REFUNDED,STORE,EUR
478,190,2023-09-18,paid,MOBILE,EUR
479,473,2023-11-20,CANCELLED,WEB,GBP
480,742,2023-12-10,REFUNDED,WEB,EUR
481,110,2023-08-12,paid,WEB,EUR
482,162,2023-02-26,REFUNDED,WEB,EUR
483,273,2023-07-29,REFUNDED,MOBILE,EUR
484,390,2023-07-04,CANCELLED,MOBILE,EUR
485,837,2023-05-05,CANCELLED,MOBILE,GBP
486,826,2023-01-29,paid,STORE,USD
487,656,2023-02-25,CANCELLED,STORE,GBP
488,387,2023-06-29,REFUNDED,WEB,GBP
489,402,2023-05-30,Paid,MOBILE,EUR
490,385,2023-02-17,REFUNDED,STORE,USD
491,39,2023-12-15,CANCELLED,WEB,USD
492,353,2023-08-23,PAID,WEB,EUR
493,188,2023-04-26,CANCELLED,MOBILE,EUR
494,651,2023-06-19,Paid,MOBILE,USD
495,530,2023-07-11,paid,STORE,GBP
496,240,2023-12-16,paid,MOBILE,EUR
497,958,2023-10-09,Paid,STORE,USD
498,534,2023-10-06,PAID,STORE,USD
499,204,2023-10-01,Paid,WEB,USD
500,789,2023-09-08,paid,MOBILE,EUR
501,210,2023-11-10,REFUNDED,STORE,USD
502,337,2023-01-05,CANCELLED,WEB,EUR
503,623,2023-09-21,REFUNDED,WEB,EUR
504,767,2024-02-03,PAID,MOBILE,EUR
505,816,2023-11-04,paid,STORE,USD
506,975,2023-11-20,PAID,WEB,EUR
507,833,2023-03-12,REFUNDED,WEB,EUR
508,914,2023-11-11,REFUNDED,STORE,USD
509,748,2024-02-03,paid,MOBILE,USD
510,934,2024-02-18,PAID,STORE,GBP
511,550,2023-02-15,REFUNDED,MOBILE,GBP
512,769,2024-02-08,Paid,WEB,GBP
513,407,2023-05-27,Paid,MOBILE,GBP
514,272,2023-09-03,Paid,STORE,EUR
515,588,2023-07-19,REFUNDED,MOBILE,EUR
516,998,2023-03-21,Paid,MOBILE,GBP
517,466,2024-03-16,REFUNDED,WEB,EUR
518,391,2023-03-28,Paid,WEB,GBP
519,980,2023-09-08,PAID,STORE,GBP
520,362,2023-08-18,REFUNDED,STORE,USD
521,261,2023-06-08,Paid,WEB,GBP
522,953,2024-02-01,PAID,STORE,EUR
523,116,2023-01-11,REFUNDED,STORE,USD
524,741,2023-03-10,CANCELLED,MOBILE,GBP
525,720,2023-02-07,REFUNDED,STORE,EUR
526,668,2023-05-15,PAID,WEB,GBP
527,268,2023-09-13,REFUNDED,STORE,USD
528,323,2023-10-05,Paid,MOBILE,GBP
529,874,2023-05-30,PAID,MOBILE,GBP
530,28,2024-03-13,REFUNDED,MOBILE,EUR
531,294,2023-03-25,paid,WEB,GBP
532,846,2023-07-14,Paid,STORE,USD
533,452,2024-01-31,Paid,MOBILE,EUR
534,916,2023-12-30,paid,WEB,GBP
535,367,2024-03-25,CANCELLED,STORE,USD
536,981,2023-06-16,paid,WEB,USD
537,715,2024-03-23,REFUNDED,MOBILE,USD
538,666,2024-01-07,CANCELLED,MOBILE,EUR
539,751,2023-12-03,Paid,MOBILE,GBP
540,293,2023-07-05,PAID,STORE,USD
541,864,2023-12-11,CANCELLED,STORE,EUR
542,57,2023-10-31,REFUNDED,WEB,GBP
543,109,2023-06-16,paid,WEB,GBP
544,560,2023-06-09,paid,WEB,GBP
545,807,2024-01-31,CANCELLED,WEB,GBP
546,844,2023-05-25,REFUNDED,STORE,GBP
547,442,2024-03-27,paid,MOBILE,EUR
548,635,2023-02-14,REFUNDED,WEB,EUR
549,446,2023-08-13,CANCELLED,STORE,GBP
550,851,2023-04-29,CANCELLED,STORE,USD
551,213,2023-03-22,Paid,WEB,EUR
552,695,2023-03-29,paid,STORE,USD
553,299,2023-03-09,CANCELLED,STORE,GBP
554,977,2024-01-09,Paid,WEB,GBP
555,376,2023-06-10,PAID,STORE,USD
556,375,2023-07-28,paid,WEB,EUR
557,639,2023-07-27,Paid,STORE,GBP
558,960,2023-06-13,paid,MOBILE,GBP
559,634,2023-11-26,paid,WEB,USD
560,722,2023-01-29,CANCELLED,WEB,GBP
561,647,2023-03-28,paid,STORE,GBP
562,629,2023-11-30,PAID,MOBILE,EUR
563,898,2023-10-02,Paid,MOBILE,EUR
564,248,2023-10-31,REFUNDED,MOBILE,EUR
565,591,2023-12-26,CANCELLED,MOBILE,EUR
566,701,2023-09-04,paid,MOBILE,GBP
567,414,2023-07-20,paid,WEB,EUR
568,313,2023-08-30,paid,STORE,EUR
569,305,2023-12-22,Paid,WEB,GBP
570,547,2023-09-13,paid,STORE,EUR
571,29,2023-02-08,Paid,STORE,EUR
