order_id,product_id,qty,unit_price,discount
87,927,3,1501.2,36.77
614,652,1,2118.39,10.45
1960,943,3,2081.66,32.87
4758,154,3,239.26,28.58
9880,222,4,332.17,17.47
9777,75,2,1416.8,6.42
2104,238,2,923.17,17.0
9960,74,3,514.92,1.15
5160,785,2,493.09,38.53
3449,254,1,760.16,11.5
1758,448,4,2251.03,43.62
9364,972,3,477.99,39.98
4138,495,4,371.97,2.03
3949,378,4,2177.09,42.16
6339,836,3,723.87,6.11
9059,355,1,707.37,9.99
2722,74,4,759.03,18.07
9553,831,2,1989.95,31.94
9903,680,4,2387.54,31.04
3868,641,4,1364.12,16.35
6056,304,3,627.67,48.36
249,73,4,192.04,22.29
1253,325,1,92.46,2.88
3235,757,2,1149.24,33.12
7281,209,1,1307.4,16.58
8582,880,3,1779.66,16.88
9771,614,2,471.51,49.86
3607,613,1,1476.93,25.97
9441,465,2,2002.66,3.87
7916,44,2,2258.7,32.67
9744,364,1,48.78,5.08
6880,698,4,898.11,45.75
3837,860,2,203.55,42.68
3394,937,1,405.18,11.15
3660,777,2,2494.36,44.66
8568,164,4,1601.2,43.67
4822,157,2,1369.99,32.12
3909,135,4,842.89,46.91
7676,801,2,1679.29,47.03
5616,432,4,564.94,21.78
5290,842,1,1631.14,30.87
174,515,1,530.47,30.23
3233,389,4,588.65,49.07
801,706,1,840.34,16.85
2530,295,2,33.91,4.16
3311,314,4,1023.45,21.08
1553,221,4,1938.11,35.91
5890,27,2,1531.86,22.03
3502,510,2,346.62,38.12
7350,122,2,1292.21,0.96
997,218,3,1730.96,30.34
7265,461,2,330.33,35.3
3493,483,2,2281.58,37.52
9256,564,1,59.86,14.32
6532,552,2,2168.87,10.62
2958,202,1,1256.38,25.66
2308,208,1,2047.11,3.22
2961,881,3,2377.39,13.7
8852,795,3,239.52,43.59
4362,767,2,2415.67,6.59
227,701,3,97.55,29.21
6732,877,4,393.76,14.59
5701,552,1,1169.97,23.58
9526,84,1,867.23,1.45
8913,975,3,1282.3,2.13
444,847,2,585.96,44.01
583,412,2,1869.92,22.44
5101,468,2,1064.18,12.46
6986,397,1,1030.01,15.41
633,642,4,2177.69,35.62
9465,420,2,1695.82,9.04
1606,276,1,262.26,30.51
2893,188,3,2085.14,7.86
9491,681,4,1757.98,31.2
7279,949,3,517.07,21.62
4875,516,3,2169.12,37.11
3246,73,1,1805.16,5.49
594,246,2,1721.19,15.28
7978,551,3,2161.25,18.87
2263,38,4,522.45,19.88
7029,772,4,448.53,5.4
6030,554,3,1175.03,9.52
9408,102,1,1517.77,20.44
7966,911,0,1893.44,19.06
7558,62,1,987.76,9.6
9870,549,2,1582.26,25.28
8511,198,3,1511.99,24.26
3832,543,4,2013.94,30.99
9980,620,3,2141.09,24.35
1840,356,4,2449.28,23.94
3672,431,3,655.47,1.87
4479,642,2,1247.39,46.06
2246,263,3,419.42,24.25
7009,170,1,46.03,11.33
4691,680,2,1204.95,13.08
6301,261,1,1448.68,5.32
7804,692,3,146.57,5.25
3276,875,1,1155.72,28.16
1007,808,1,831.11,28.17
651,785,3,643.26,22.45
8959,70,4,487.28,10.84
9704,799,2,653.42,49.72
5219,389,1,1686.12,47.79
5257,298,1,1342.2,29.7
3429,226,2,133.03,23.33
3057,982,1,1312.72,6.96
1530,460,3,2329.98,42.77
9551,966,2,2183.36,23.81
2412,582,2,2016.67,40.54
4509,596,2,387.32,6.54
1800,195,3,1063.2,39.7
5158,122,4,429.48,39.43
7035,865,4,1376.96,48.02
8782,872,3,495.38,33.71
4344,686,4,2486.23,7.34
3401,838,1,375.74,8.61
8845,855,4,1027.71,35.98
6152,368,1,1443.11,43.4
7400,265,1,2046.14,19.88
5130,438,4,511.44,1.02
6019,465,3,49.21,13.89
6983,658,3,59.02,9.24
3929,878,3,1139.29,47.92
5333,438,1,1420.71,10.74
103,59,2,2468.9,14.34
4932,608,2,2497.56,41.52
7217,196,1,525.26,29.38
3088,613,3,329.48,24.22
7681,193,2,1260.71,17.66
178,822,2,744.85,36.92
9926,923,4,1714.61,11.99
520,779,2,2035.71,38.05
4162,968,1,210.62,9.59
3586,413,4,1456.03,19.92
7865,506,1,1733.63,4.7
3850,631,2,637.84,25.47
4071,726,4,1313.76,15.39
833,331,2,2023.61,4.19
3574,1001,1,2369.21,15.84
4356,802,4,219.52,15.88
4785,827,1,366.43,33.22
6228,333,1,1660.74,1.5
7355,180,3,1216.59,39.84
5206,188,4,1187.39,21.37
6030,52,2,1344.86,14.47
7784,381,4,1317.2,3.64
8250,47,1,1552.33,33.76
9446,535,3,1057.37,32.14
1270,369,3,684.09,22.55
128,750,2,208.0,11.79
9863,318,1,1317.92,11.35
8097,56,2,1992.45,36.14
9993,115,4,475.09,12.41
8360,13,3,995.23,33.69
5865,317,4,629.69,29.39
8655,539,1,1390.62,15.83
1281,92,2,585.87,2.02
7902,633,4,1559.67,25.69
2000,764,4,1146.15,41.65
624,118,2,1586.67,37.9
1616,743,2,256.27,46.55
7089,99999,3,1000.39,2.19
9688,336,1,2181.05,3.22
2814,745,2,1299.22,24.69
6940,395,4,982.58,48.61
7720,249,3,2379.49,21.29
737,970,2,1284.04,18.76
6168,663,3,317.41,1.28
4275,711,4,1769.45,27.2
8886,544,3,987.63,6.63
5700,237,3,1572.84,43.52
999,148,3,1516.43,5.17
8213,175,1,137.44,29.75
6545,951,3,1872.3,13.27
9418,287,2,1528.77,13.04
3948,782,1,1977.57,37.86
8666,3,4,1898.0,33.78
3303,742,4,287.82,29.94
9406,465,1,327.61,27.22
8723,813,3,1524.71,23.14
1399,513,1,891.85,45.91
5376,782,4,1295.09,42.5
1931,53,3,1425.79,48.29
6438,192,2,576.91,25.9
5774,753,4,232.81,20.37
4733,515,2,938.31,47.23
1796,348,3,1236.05,32.85
3164,730,3,590.2,44.97
5647,100,3,1264.07,18.72
1562,182,4,1325.49,42.11
3921,28,2,2465.29,12.07
3010,192,3,1356.91,5.59
8801,753,2,783.55,41.05
5159,231,3,710.13,3.01
1535,568,1,1357.36,30.97
8859,839,3,2094.3,45.72
1480,203,3,1456.91,32.6
1762,527,1,716.8,32.3
5349,771,4,121.81,22.57
2548,44,1,1581.29,2.21
2433,788,2,697.85,2.28
3941,109,3,2191.77,4.37
3858,287,1,207.04,33.97
679,101,1,721.71,19.29
7390,816,1,1175.19,17.0
8126,280,2,653.92,43.42
2474,724,2,849.36,5.61
962,225,2,2429.22,46.51
6364,970,3,1632.39,34.64
3170,927,2,754.64,36.81
5887,88,4,1077.49,21.17
2699,592,1,1438.31,44.95
8177,213,4,260.1,28.09
309,985,1,229.81,6.35
7273,299,1,70.26,0.39
6823,935,3,2073.78,44.27
8285,318,2,587.64,26.75
7858,682,3,951.31,39.46
8842,985,2,2265.66,38.26
8429,236,4,1268.98,17.24
7762,936,4,852.37,21.72
468,449,4,1507.39,30.75
5591,269,1,1555.53,28.57
6935,574,2,1702.31,43.96
5493,746,3,786.22,35.43
4795,950,4,171.98,48.51
2628,565,4,240.51,41.27
9054,790,3,165.49,10.29
7510,358,3,1514.57,19.95
5546,352,3,290.16,7.51
3203,307,2,910.11,0.21
9268,400,2,679.99,25.55
1923,626,1,2119.61,46.04
6304,194,4,172.81,44.02
5437,991,3,289.8,49.55
844,513,1,1530.54,32.51
6973,370,3,622.94,41.93
537,849,4,812.91,15.95
3578,954,3,1091.33,17.62
356,294,3,1796.49,30.82
1363,241,1,2183.24,42.94
9090,165,1,2264.77,4.81
4227,823,1,1041.24,41.29
7593,777,3,1933.53,33.11
8607,929,4,2148.05,10.45
1558,617,1,1342.53,40.96
5056,279,1,2331.42,37.28
3038,153,3,1447.13,7.22
2619,684,4,1601.12,42.67
6165,484,3,2496.63,39.36
8565,335,4,1836.98,9.32
7251,887,2,2343.45,0.46
7351,351,1,872.73,23.85
2629,556,3,2370.37,13.14
9609,445,3,1393.31,10.79
6889,170,2,2138.44,43.0
193,272,4,1276.15,48.33
3463,762,4,496.87,0.45
9033,217,2,1415.38,45.32
2458,192,2,654.82,47.03
7384,483,3,1238.75,36.72
5204,944,2,2355.17,28.85
9740,523,3,1243.45,24.69
5982,982,1,2060.97,23.96
905,620,3,2077.41,38.06
5536,860,4,1717.91,28.64
6228,247,4,611.8,36.06
7778,441,2,975.02,27.93
5066,207,3,435.32,32.54
2787,928,1,1301.77,15.8
5288,988,3,1789.14,41.64
5442,844,1,1781.82,14.9
2703,328,1,1684.96,10.85
3858,345,2,55.11,10.27
6786,391,3,333.99,48.24
3263,518,2,1288.86,10.79
7611,253,4,1324.82,23.13
9616,154,4,1498.0,49.23
8697,990,2,582.79,31.72
9708,240,3,2120.83,34.08
3447,95,2,1090.71,35.06
8825,507,1,745.69,1.28
2983,649,1,25.58,3.34
6286,363,1,1195.31,23.27
7912,46,1,1257.7,29.43
8154,517,1,597.77,20.56
7489,725,2,1310.11,18.59
5003,292,4,2385.05,9.7
9295,69,2,1741.95,10.33
2705,886,2,1468.85,47.94
290,463,1,354.44,16.71
9149,658,2,1371.84,39.27
2645,912,2,452.74,20.96
7506,86,2,754.55,42.37
9001,873,4,114.97,18.45
6889,948,4,277.13,17.24
3275,424,4,409.55,39.13
3912,274,4,1774.55,18.83
356,205,4,814.38,19.78
1784,617,2,930.74,47.09
2645,734,2,1665.95,10.46
9820,138,2,1834.61,14.03
9633,38,3,1319.15,17.69
8389,315,4,1575.44,2.09
3836,546,3,372.34,0.28
7194,523,1,2210.01,0.48
7955,819,3,852.14,4.48
7861,636,3,2402.51,38.39
78,491,1,1475.56,43.68
9014,794,2,2204.21,4.74
3259,997,3,604.05,40.62
8877,658,1,1828.03,22.42
6152,619,2,2208.57,14.99
4292,721,3,351.84,42.61
3949,263,1,2444.31,47.61
3803,742,2,1570.78,2.72
1864,730,4,1307.26,41.3
3257,26,1,1762.39,41.31
7792,369,3,2362.96,9.91
880,294,2,509.22,2.08
4379,833,3,2209.57,28.3
617,315,1,613.0,12.08
6713,349,1,114.2,2.35
5544,85,2,2032.58,44.25
2428,20,3,2155.67,12.27
6032,10,2,1711.42,40.93
96,307,2,1430.82,42.04
5950,169,3,2274.39,49.36
7219,708,3,1775.48,0.77
8236,722,1,508.81,34.94
7016,885,4,1340.43,25.51
2344,656,4,1050.18,9.64
4690,287,3,1909.18,27.27
4975,592,3,463.81,43.27
2941,533,3,493.42,16.94
7636,797,3,283.66,35.8
9281,962,2,2316.32,25.21
5572,931,1,1865.19,16.82
9280,713,2,2114.11,37.35
5148,863,1,2239.18,47.63
5753,399,2,2401.26,34.21
1860,242,3,692.53,19.34
3845,820,4,779.7,25.33
4108,486,2,1374.77,7.13
7390,950,4,412.2,7.27
7521,218,2,1468.33,43.73
7770,543,2,1956.85,13.29
3752,474,3,1170.01,27.18
3421,223,1,266.1,34.71
4634,866,1,1539.62,40.81
6605,801,3,226.43,34.8
4634,865,2,2213.31,31.43
3855,751,2,540.9,0.28
2252,145,4,1874.45,8.39
8228,639,4,1868.22,25.31
3504,263,2,1161.78,31.92
9651,980,1,2353.44,19.13
2208,381,1,588.42,42.24
5078,292,1,1101.64,48.77
8081,887,4,266.83,9.79
2302,159,1,1664.93,39.78
7318,932,3,98.0,24.48
3909,974,4,410.75,10.71
7592,650,4,1762.78,38.85
3998,285,2,743.13,32.62
2313,177,2,694.44,46.45
3032,756,2,1671.15,21.27
7732,747,3,820.4,5.23
65,712,4,825.01,36.33
5809,991,3,919.77,30.05
1042,211,1,906.53,34.69
7752,69,1,1728.91,48.87
7858,23,3,2338.78,33.3
7775,993,3,1152.33,17.99
429,355,2,1815.24,36.46
733,533,4,1518.23,24.99
2942,931,2,1254.37,5.31
3677,28,2,264.59,12.29
7221,734,3,1124.2,6.54
201,175,3,1995.4,3.81
4628,647,2,2448.05,11.4
8956,391,3,1286.25,6.43
2131,58,4,1258.88,27.31
3549,362,2,1001.23,39.78
8331,631,4,1101.04,1.03
9969,553,4,1135.95,47.71
6436,389,2,2447.44,32.25
4274,11,3,1099.3,35.51
639,588,1,478.09,32.92
6902,592,3,1117.65,43.07
1856,556,4,1189.9,16.16
7127,694,3,316.38,30.87
653,224,1,1580.08,21.44
9239,898,2,577.34,7.65
3804,488,1,1531.7,37.01
2753,500,4,2247.52,23.36
2304,977,1,1413.53,43.77
8948,665,4,841.74,35.84
9829,683,1,1633.57,21.09
2271,432,2,757.31,22.89
3918,685,3,98.07,24.33
3484,997,4,1688.69,42.23
6579,616,1,927.7,45.06
7613,192,2,387.6,48.31
1119,636,4,641.93,26.13
8331,160,3,1003.82,11.45
8748,705,4,1665.27,41.26
7998,988,4,270.81,27.53
2029,279,1,408.42,12.67
1271,908,4,2409.68,32.21
1545,21,3,758.34,46.27
7710,808,2,1196.52,2.31
6019,741,2,511.75,32.34
6684,794,4,1018.18,17.13
3882,313,2,2206.64,12.24
7654,223,2,411.93,3.47
6985,873,4,1283.7,17.96
9167,680,1,2313.71,20.28
5853,423,4,854.36,34.55
900,124,1,1367.06,6.41
5909,794,1,612.26,21.0
2886,611,1,916.5,48.49
5928,317,2,1087.89,24.7
9952,194,3,609.64,37.19
8129,871,1,847.46,8.67
8495,396,3,332.81,8.45
8270,469,1,1765.2,18.08
3953,213,1,1491.41,43.8
4129,793,1,1333.11,14.03
9974,872,3,897.55,20.1
7801,94,2,1680.14,47.77
9853,954,4,1467.23,10.39
4064,707,1,301.16,0.23
9617,904,3,1354.05,41.75
3928,316,3,371.3,5.5
307,43,2,1826.25,6.65
2077,399,3,375.96,7.67
8152,293,4,737.02,49.12
1842,30,1,1200.45,12.08
9936,544,1,497.64,39.42
4138,417,1,1500.97,2.63
7512,842,4,955.41,8.21
3537,328,3,674.17,22.31
7484,899,3,2496.85,20.03
2271,164,2,1723.91,3.94
4387,332,4,843.69,33.33
4232,499,2,1395.75,11.14
9704,622,3,1059.6,23.38
2644,444,4,2445.39,33.6
4627,300,3,2266.26,47.81
7875,475,2,2320.05,45.02
9657,11,1,581.93,39.02
5558,21,1,871.49,34.85
8129,914,2,1649.26,36.1
5219,16,1,2011.17,30.35
7605,904,4,272.12,28.02
4837,373,3,950.48,32.69
5045,334,2,1172.87,4.48
1265,103,4,192.71,35.97
5272,590,2,1918.26,41.89
2362,930,3,1243.66,45.99
2,485,1,1735.99,35.97
6607,239,1,388.3,31.96
8866,371,1,536.19,19.44
3181,189,1,190.36,16.86
1484,772,3,2063.43,42.22
3889,383,4,1302.32,29.08
8553,465,2,929.02,8.03
3706,616,2,1198.82,17.38
6016,358,4,2044.24,35.34
7090,610,4,1909.4,10.62
2514,608,1,911.57,48.53
9307,688,3,1632.56,9.51
7171,772,2,1478.21,29.92
5341,626,4,2161.91,7.03
3984,755,1,1652.15,25.74
9246,489,1,893.01,35.46
6262,904,1,2096.91,7.73
7149,293,1,1797.27,9.22
6782,571,1,546.3,14.04
9417,483,2,304.74,19.87
7225,537,2,696.47,39.07
9915,397,3,1416.13,42.95
553,143,2,1297.11,33.66
370,939,3,934.88,18.19
5246,953,2,921.39,20.79
2913,83,2,162.47,38.84
7670,100,3,1803.46,17.81
6576,820,1,700.1,30.59
4670,979,1,1904.25,9.84
3279,249,1,1546.32,0.12
6918,103,3,1298.47,29.97
7343,259,3,2352.01,45.15
3345,884,3,533.97,26.51
1204,190,4,431.45,25.07
4749,562,3,630.74,9.94
7392,380,3,766.12,27.27
1373,298,3,1977.34,49.53
2253,952,1,2383.34,45.01
1580,895,2,2286.01,21.88
5716,630,2,2361.36,18.13
9896,596,3,766.25,33.81
1269,55,4,595.16,2.87
2381,870,3,1104.13,43.9
428,901,3,2183.47,49.98
589,714,2,2469.73,31.93
747,671,2,2352.62,43.33
9786,626,2,1434.81,23.54
3015,834,1,242.74,49.16
3809,120,2,1704.0,7.82
7990,703,2,1931.24,30.28
3901,342,3,2407.71,27.98
9149,296,4,1152.87,42.14
8954,38,2,1862.37,19.19
2812,14,2,38.31,3.75
6293,764,4,55.19,8.16
8508,715,4,1183.06,37.68
1102,611,4,1646.53,10.63
9333,307,2,2482.38,28.38
999999,636,2,2283.53,41.64
6320,94,3,763.04,9.87
3151,323,1,299.91,43.09
7831,606,3,2214.93,6.27
3338,776,1,2189.46,9.39
5553,811,3,1559.6,13.79
5743,871,3,422.11,16.53
288,402,2,2040.04,15.77
8967,728,4,339.95,25.78
601,388,2,925.22,46.08
1689,471,3,2216.82,24.9
7289,138,4,558.11,31.01
3534,493,3,1847.24,44.11
862,349,1,1164.79,25.82
8848,23,2,1639.83,10.8
6026,45,3,331.6,32.1
1415,176,2,1074.93,23.38
8538,483,1,1222.67,16.65
4337,344,1,682.63,7.87
3693,850,2,2422.76,47.84
9959,961,3,1872.48,15.12
6150,981,2,1263.83,38.88
1603,248,1,899.2,3.35
6083,992,4,777.69,15.89
7849,325,2,2465.93,7.23
7289,860,1,298.07,29.28
9096,76,1,645.23,28.48
7418,923,2,759.51,30.03
4390,333,3,1702.37,36.12
6419,45,4,1662.93,41.07
1781,147,1,1517.2,45.08
2917,635,3,331.11,21.89
4184,857,3,247.15,27.37
6464,998,4,1273.07,16.57
1964,377,2,1081.61,38.43
3895,449,4,1977.47,30.97
9152,441,4,2499.24,6.05
1089,736,4,1223.34,34.11
6706,153,2,1467.29,25.33
2474,755,2,861.55,3.13
56,880,1,1314.52,10.48
3700,795,4,2483.18,39.27
1845,205,1,2084.87,16.01
8147,771,1,356.73,13.13
5070,251,4,1403.58,23.08
7101,214,1,1949.52,5.0
6849,137,4,1461.94,27.12
6694,384,4,1421.51,23.08
267,492,3,605.64,41.24
8720,152,1,447.22,15.27
8259,22,3,1986.69,39.8
2286,725,3,1109.5,31.0
5167,620,4,1755.31,4.97
8534,479,1,2369.14,39.21
8769,834,2,2141.97,34.38
6197,617,4,1831.83,39.45
4216,803,3,349.84,46.12
8628,617,4,991.64,19.35
6580,794,1,1572.58,3.12
5886,73,4,1528.56,15.21
9617,276,4,847.97,930.64
5318,342,2,1780.98,49.47
977,325,4,1131.44,34.74
8052,880,3,1706.85,14.15
1671,955,2,210.2,14.37
6728,75,2,1182.84,37.9
8285,617,3,1748.95,13.51
231,161,2,967.59,7.52
2951,380,1,1179.79,6.76
1052,122,2,1454.56,42.97
9826,204,3,346.14,31.11
1403,169,1,1881.38,32.32
2486,237,2,2377.98,26.98
2946,916,1,1371.59,1.61
3006,742,1,1403.17,17.85
7970,879,3,1228.27,9.46
1213,527,2,1281.16,49.54
3490,848,1,1105.66,8.74
2694,401,2,1689.71,12.1
9179,310,3,808.94,3.59
5538,924,1,2481.78,5.94
4288,550,2,315.28,15.85
3787,334,3,1104.19,33.0
9677,998,2,1233.5,18.21
8222,718,1,1792.62,27.79
1528,797,2,448.36,27.56
6086,33,3,159.87,13.2
5480,53,1,375.02,35.07
669,425,1,1411.6,12.73
7762,878,3,1403.6,37.33
4624,524,3,1610.51,39.35
2985,131,4,1501.66,5.85
860,687,2,2137.56,34.71
4326,803,4,1553.73,9.42
5182,464,2,30.55,4.21
6182,914,4,1379.99,23.17
7463,772,3,2231.7,49.4
6566,889,2,702.14,30.66
9515,458,1,1177.42,23.4
974,411,4,2042.08,30.89
7827,838,2,398.71,5.22
3701,719,4,405.94,40.27
5461,677,1,605.85,46.42
4165,161,4,528.18,47.12
543,728,3,1463.15,46.52
1712,604,4,768.51,11.55
8443,150,4,2335.63,38.15
1774,28,4,2213.58,27.88
5652,745,4,954.1,42.12
4139,243,1,1333.9,19.56
4114,470,2,2067.47,15.69
6714,3,4,1197.6,27.06
2296,158,3,1644.19,28.55
9215,969,2,247.49,5.9
7160,213,3,2307.94,9.66
45,282,1,226.58,49.39
3215,920,4,771.78,12.32
2960,463,2,1504.04,48.67
9527,340,3,2348.16,34.94
7192,543,3,585.05,23.9
5509,732,2,873.19,5.37
9296,936,2,1031.65,48.48
7264,314,3,2060.74,29.81
634,745,4,1617.25,18.13
6028,286,3,218.76,28.03
9352,693,1,2111.77,6.86
6375,637,2,128.74,32.21
3626,542,3,1800.29,14.48
6243,126,4,1423.87,28.9
46,452,1,988.27,44.74
1988,278,2,2246.15,47.95
409,807,2,662.54,36.14
9527,122,2,1033.1,30.71
9383,732,2,231.97,46.1
2485,724,4,6.01,1.24
524,824,4,2158.11,13.63
846,783,2,1560.7,6.02
1116,234,3,589.85,1.19
9014,288,2,1996.09,14.27
2595,501,3,1827.43,46.47
7585,363,1,944.51,13.32
2753,891,3,1228.59,35.18
5724,301,3,760.18,17.91
1833,706,3,1998.74,11.11
8371,487,3,775.49,33.66
1688,210,1,2020.92,11.44
5902,58,4,,32.13
3317,455,3,398.93,8.29
1420,39,4,938.04,16.53
455,774,3,463.6,14.6
1526,89,3,1323.42,31.45
5186,469,2,809.48,7.89
266,502,1,2265.26,35.83
9855,283,1,1430.65,11.25
703,752,4,1777.69,48.99
8235,452,1,1476.43,42.39
38,981,1,933.53,35.31
6775,390,4,2379.25,25.62
8445,719,4,1557.21,0.66
6024,364,2,2493.28,11.68
2175,823,4,632.11,39.87
5878,618,3,1476.55,11.38
882,897,2,1273.77,25.36
2147,928,3,860.07,34.51
447,828,4,1992.39,1.26
9754,657,1,1144.73,13.02
5978,556,2,2466.43,49.43
9088,317,2,1545.64,1.1
151,702,4,85.04,9.32
6826,746,3,1770.42,41.08
8127,640,1,2310.38,0.35
4829,306,2,1593.96,6.23
8825,392,4,1226.23,22.15
4884,852,1,2073.56,10.17
219,450,4,2316.06,41.32
399,891,3,2435.76,7.3
8989,859,3,652.47,42.95
9392,382,4,1616.88,2.02
6263,262,2,909.66,15.41
5536,169,3,827.96,8.85
6256,10,3,982.37,16.56
5280,769,4,1510.57,4.96
6564,767,3,1200.32,27.62
6095,52,4,483.08,31.41
339,562,4,2070.92,41.84
4111,401,1,1444.34,22.7
2493,876,4,1681.51,39.89
2980,631,3,121.92,6.28
2530,429,2,810.27,6.35
4710,415,2,1174.33,44.07
2877,40,3,476.66,41.61
3467,455,2,1128.73,18.61
9445,453,4,306.82,1.7
5500,993,3,250.08,42.8
2684,700,1,753.43,42.1
2725,202,4,951.51,32.83
5342,479,2,2265.51,26.97
8857,418,1,1691.91,11.58
4715,524,3,42.82,4.53
1850,275,2,1993.31,26.42
9288,850,3,519.45,18.46
551,165,4,1375.61,25.3
1592,624,2,1448.55,45.63
8136,450,3,2351.0,15.58
1855,921,1,2137.22,44.4
3707,972,1,2324.19,10.83
5814,916,4,340.15,19.03
2014,490,1,464.53,25.81
8807,258,4,507.46,44.29
4458,618,4,2306.18,4.28
4791,364,2,269.66,37.63
8607,438,2,1228.58,2.92
7542,742,1,1740.41,24.55
1066,727,4,,4.59
2458,663,3,2134.27,49.28
8334,789,4,1825.64,3.05
4089,916,2,1305.19,32.76
7259,409,4,2146.77,42.23
5748,941,3,1787.14,21.37
8007,575,2,61.23,4.35
1351,623,1,2403.07,43.95
1480,645,2,807.19,8.05
4906,156,1,1548.85,36.82
5500,213,4,1960.63,30.23
488,253,1,2379.8,3.1
9877,499,1,942.24,20.54
6872,894,1,1261.73,48.0
9053,144,2,959.15,34.78
6140,487,3,846.25,13.05
285,597,1,450.46,28.66
9430,4,3,2300.04,13.75
9735,781,1,1921.43,25.7
9640,981,3,545.36,46.5
3244,363,4,1012.0,35.83
2059,570,4,1594.36,13.1
2060,833,1,780.17,11.54
9724,34,2,1434.02,36.34
2121,888,1,1352.33,8.48
429,725,1,1195.02,11.01
3850,608,4,1840.45,38.31
8897,143,4,1263.52,22.41
1929,254,2,544.26,29.81
5687,396,3,87.22,8.16
9843,516,2,1498.71,2.18
5495,881,4,593.24,28.19
2514,100,4,40.55,2.66
8092,942,1,2434.74,36.93
2667,639,3,1506.01,3.8
2325,519,1,867.73,36.13
3942,936,1,473.77,23.5
2615,795,1,536.58,3.76
8542,75,3,931.28,35.79
6928,139,3,1861.75,4.24
5032,20,1,1372.15,48.33
2614,612,2,1748.46,29.26
6402,755,2,1889.46,39.62
7118,383,1,443.4,3.75
4279,940,4,1103.37,49.52
1260,593,3,1016.11,38.82
4686,967,4,899.21,40.48
7397,888,1,1699.87,14.23
6091,59,1,1372.75,42.63
2245,338,3,2017.45,40.33
5911,298,4,740.14,2.63
4726,728,3,931.46,15.61
1376,77,4,1533.93,9.84
448,882,2,1399.3,35.38
216,567,4,507.65,32.17
7997,739,2,1446.19,6.13
892,808,4,634.03,36.03
4157,940,3,492.85,12.24
2166,567,3,762.33,1.54
490,295,3,269.89,46.22
1852,253,1,1311.94,9.44
5076,176,4,404.58,24.15
7583,378,1,2388.39,25.48
4886,75,1,568.5,39.32
2770,13,1,811.04,20.99
674,291,3,2381.52,23.84
